date_utc,asset,close,daily_return,ma_20,ma_50,vol_30d,trend_signal,asset_class,vol_30d_rank,vol_30d_pct
2022-06-20,EURUSD,1.049141764640808,-0.005256267333593856,1.0638781130313872,1.0635396027565003,0.006496526692486652,0.0,fx,4.0,0.5
2022-06-21,EURUSD,1.0520778894424438,0.0027985968155990193,1.0630717635154725,1.0628252410888672,0.006490048641248722,0.0,fx,4.0,0.5
2022-06-22,EURUSD,1.053263545036316,0.0011269656037542486,1.0620523154735566,1.0622382259368897,0.006468895351366009,-1.0,fx,4.0,0.5
2022-06-23,EURUSD,1.0564124584197998,0.0029896728110676563,1.0614398658275603,1.0615733361244202,0.006479959476854499,-1.0,fx,4.0,0.5
2022-06-24,EURUSD,1.052011489868164,-0.00416595669291786,1.0603756725788116,1.06097158908844,0.006073475220861585,-1.0,fx,4.0,0.5
2022-06-27,EURUSD,1.0566133260726929,0.004374321239690504,1.059549057483673,1.060473346710205,0.0061092811538188034,-1.0,fx,4.0,0.5
2022-06-28,EURUSD,1.0580891370773315,0.0013967370732717033,1.0585858166217803,1.06007155418396,0.006082947232088128,-1.0,fx,4.0,0.5
2022-06-29,EURUSD,1.0523545742034912,-0.005419735136569348,1.0575330197811126,1.0595297002792359,0.005872440130754852,-1.0,fx,4.0,0.5
2022-06-30,EURUSD,1.04465913772583,-0.007312588994527469,1.0564951479434967,1.0587231421470642,0.005880463064100162,-1.0,fx,4.0,0.5
2022-07-01,EURUSD,1.0477677583694458,0.0029757272313561955,1.0551281869411469,1.0580081462860107,0.005589638271124203,-1.0,fx,4.0,0.5
2022-07-04,EURUSD,1.0433948040008545,-0.004173591269306276,1.0536676943302155,1.0572539520263673,0.005633519473609841,-1.0,fx,4.0,0.5
2022-07-05,EURUSD,1.0433186292648315,-7.300662772213862e-05,1.0523765563964844,1.056691906452179,0.00523556686851249,-1.0,fx,4.0,0.5
2022-07-06,EURUSD,1.0257673263549805,-0.01682257214386984,1.050171822309494,1.0559200143814087,0.005878184610176372,-1.0,fx,4.0,0.5
2022-07-07,EURUSD,1.0186411142349243,-0.0069472013164806334,1.047515606880188,1.0551826524734498,0.005935303102775496,-1.0,fx,4.0,0.5
2022-07-08,EURUSD,1.0169836282730105,-0.0016271539983527816,1.0452687621116639,1.054513921737671,0.00582926007565943,-1.0,fx,4.0,0.5
2022-07-11,EURUSD,1.0166114568710327,-0.0003659561389496302,1.043649399280548,1.0537742209434509,0.005827210994321985,-1.0,fx,4.0,0.5
2022-07-12,EURUSD,1.004752516746521,-0.011665164743481893,1.0418112874031067,1.0528511548042296,0.005993281882934434,-1.0,fx,4.0,0.5
2022-07-13,EURUSD,1.0033109188079834,-0.001434779126710306,1.0397738695144654,1.0518603086471559,0.0059897057383519765,-1.0,fx,4.0,0.5
2022-07-14,EURUSD,1.0032706260681152,-4.0159774116754754e-05,1.0376563787460327,1.0506807661056519,0.005919535897521709,-1.0,fx,4.0,0.5
2022-07-15,EURUSD,1.0025665760040283,-0.0007017548862624512,1.0350504338741302,1.0496526169776916,0.005545643597991742,-1.0,fx,4.0,0.5
2022-07-18,EURUSD,1.009631872177124,0.007047208975643482,1.033074939250946,1.048780870437622,0.005802839682134348,-1.0,fx,4.0,0.5
2022-07-19,EURUSD,1.0145177841186523,0.004839300418470804,1.0311969339847564,1.0479396295547485,0.00592943069409499,-1.0,fx,4.0,0.5
2022-07-20,EURUSD,1.0231330394744873,0.008491970757633638,1.029690408706665,1.0473363542556762,0.006204143159667554,-1.0,fx,4.0,0.5
2022-07-21,EURUSD,1.0182781219482422,-0.00474514783408686,1.0277836918830872,1.046676950454712,0.006200711205003843,-1.0,fx,4.0,0.5
2022-07-22,EURUSD,1.0221081972122192,0.0037613253014305847,1.02628852725029,1.0463599514961244,0.006110663014940496,-1.0,fx,4.0,0.5
2022-07-25,EURUSD,1.0200231075286863,-0.002039989199988823,1.0244590163230896,1.0459591484069823,0.005756428503071325,-1.0,fx,4.0,0.5
2022-07-26,EURUSD,1.022494912147522,0.0024232829634853736,1.0226793050765992,1.0455311298370362,0.005664218869443324,-1.0,fx,4.0,0.5
2022-07-27,EURUSD,1.0129557847976685,-0.009329266323505392,1.020709365606308,1.0446945333480835,0.005850938238468265,-1.0,fx,4.0,0.5
2022-07-28,EURUSD,1.0209290981292725,0.007871334021945176,1.0195228636264801,1.0441676354408265,0.0060565588627138085,0.0,fx,4.0,0.5
2022-07-29,EURUSD,1.0192328691482544,-0.0016614562011467715,1.0180961191654205,1.0433943176269531,0.005788611067583327,0.0,fx,4.0,0.5
2022-08-01,EURUSD,1.0208247900009155,0.0015618813922195773,1.0169676184654235,1.0426711750030517,0.005754475043824989,0.0,fx,4.0,0.5
2022-08-02,EURUSD,1.0261356830596924,0.005202551026187496,1.0161084711551667,1.0418297910690308,0.0058240082630877064,0.0,fx,4.0,0.5
2022-08-03,EURUSD,1.015568733215332,-0.010297809557554993,1.0155985414981843,1.0406681156158448,0.006061309285295129,-1.0,fx,4.0,0.5
2022-08-04,EURUSD,1.015764594078064,0.0001928583032602127,1.0154547154903413,1.0396101784706115,0.0060160460192522636,0.0,fx,4.0,0.5
2022-08-05,EURUSD,1.024779200553894,0.008874700426048987,1.0158444941043854,1.0386398553848266,0.006266934692015484,0.0,fx,4.0,0.5
2022-08-08,EURUSD,1.0170871019363403,-0.00750610337660651,1.0158682763576508,1.037518684864044,0.006300385449915044,0.0,fx,4.0,0.5
2022-08-09,EURUSD,1.0197629928588867,0.0026309358534308824,1.016618800163269,1.0363668656349183,0.006322260997448651,0.0,fx,4.0,0.5
2022-08-10,EURUSD,1.0208144187927246,0.0010310493136156396,1.017493975162506,1.0353149437904359,0.006283716609795304,0.0,fx,4.0,0.5
2022-08-11,EURUSD,1.0300782918930054,0.00907498261166495,1.0188343584537507,1.0346081781387328,0.006426231852228639,0.0,fx,4.0,0.5
2022-08-12,EURUSD,1.0316723585128784,0.0015475198656440536,1.0202896475791932,1.0337394857406617,0.006405246434293461,0.0,fx,4.0,0.5
2022-08-15,EURUSD,1.0256409645080566,-0.00584623010886498,1.0210901021957397,1.032800211906433,0.00644551508975042,0.0,fx,4.0,0.5
2022-08-16,EURUSD,1.0161981582641602,-0.00920673663656335,1.0211741209030152,1.0317413473129273,0.006635052762125643,-1.0,fx,4.0,0.5
2022-08-17,EURUSD,1.0170663595199585,0.0008543621622787434,1.0208707869052887,1.0306854343414307,0.005913980211903475,-1.0,fx,4.0,0.5
2022-08-18,EURUSD,1.0180189609527588,0.0009366167938638092,1.0208578288555146,1.029610505104065,0.00578055985376862,-1.0,fx,4.0,0.5
2022-08-19,EURUSD,1.0089900493621826,-0.008869099630645416,1.0202019214630127,1.0285518956184387,0.005997803192298357,-1.0,fx,4.0,0.5
2022-08-22,EURUSD,1.0035223960876465,-0.005418936765523519,1.0193768858909606,1.0276423692703247,0.006071793371969854,-1.0,fx,4.0,0.5
2022-08-23,EURUSD,0.9939467906951904,-0.009541994707629509,1.0179494798183442,1.0266910099983215,0.005947224771861122,-1.0,fx,4.0,0.5
2022-08-24,EURUSD,0.9966909885406494,0.002760910212849188,1.017136240005493,1.0257436442375183,0.005969961002477526,-1.0,fx,4.0,0.5
2022-08-25,EURUSD,0.9969095587730408,0.0002192958849878135,1.0159352630376817,1.0247694265842437,0.005970393551028688,-1.0,fx,4.0,0.5
2022-08-26,EURUSD,0.9971283078193665,0.00021942717310774462,1.0148300349712371,1.0236182832717895,0.00597006490641568,-1.0,fx,4.0,0.5
2022-08-29,EURUSD,0.993867814540863,-0.003269883377028826,1.0134821861982346,1.0225128042697906,0.005835990023170207,-1.0,fx,4.0,0.5
2022-08-30,EURUSD,1.0014019012451172,0.00758057217874053,1.0122454971075059,1.0214992845058442,0.00594307826228084,-1.0,fx,4.0,0.5
2022-08-31,EURUSD,1.0025062561035156,0.0011028088293274507,1.011592373251915,1.0204841387271881,0.005709676094265205,-1.0,fx,4.0,0.5
2022-09-01,EURUSD,1.003905177116394,0.0013954237236539768,1.0109994024038316,1.01943399310112,0.005668200415159545,-1.0,fx,4.0,0.5
2022-09-02,EURUSD,0.995232880115509,-0.008638561886686547,1.0095220863819123,1.0182984209060668,0.005800461764540199,-1.0,fx,4.0,0.5
2022-09-05,EURUSD,0.9909427762031556,-0.00431065331347924,1.008214870095253,1.0169850099086761,0.005830969057711078,-1.0,fx,4.0,0.5
2022-09-06,EURUSD,0.9952229857444764,0.0043193306859965475,1.0069878697395325,1.015727686882019,0.005878840458433884,-1.0,fx,4.0,0.5
2022-09-07,EURUSD,0.98979514837265,-0.005453890685378493,1.0054369062185287,1.0144764983654022,0.0057274986805904435,-1.0,fx,4.0,0.5
2022-09-08,EURUSD,0.9995701909065248,0.009875823850971743,1.0039115011692048,1.0135747194290161,0.005842145159688342,-1.0,fx,4.0,0.5
2022-09-09,EURUSD,1.0012015104293823,0.0016320209803155628,1.00238795876503,1.012643394470215,0.005854154207565092,-1.0,fx,4.0,0.5
2022-09-12,EURUSD,1.0071406364440918,0.00593199865645655,1.0014629423618318,1.0119183111190795,0.0059626102396636675,0.0,fx,4.0,0.5
2022-09-13,EURUSD,1.0129557847976685,0.005773918897869379,1.001300823688507,1.0113110542297363,0.005982111044330448,0.0,fx,4.0,0.5
2022-09-14,EURUSD,0.9982032775878906,-0.014563821472942773,1.0003576695919036,1.0107597732543945,0.00626899656462631,-1.0,fx,4.0,0.5
2022-09-15,EURUSD,0.9984025359153748,0.00019961698379278303,0.9993768483400345,1.0103550016880036,0.006269024515058616,-1.0,fx,4.0,0.5
2022-09-16,EURUSD,0.9988313317298888,0.00042948189641855983,0.9988689124584198,1.009991955757141,0.006015450590607284,-1.0,fx,4.0,0.5
2022-09-19,EURUSD,1.002234935760498,0.0034075863686759966,0.9988045394420624,1.0097044253349303,0.005927588566676386,0.0,fx,4.0,0.5
2022-09-20,EURUSD,1.0029587745666504,0.0007222246803870735,0.9992551386356354,1.009668550491333,0.005903315274749967,0.0,fx,4.0,0.5
2022-09-21,EURUSD,0.997078537940979,-0.005862889656867543,0.9992745161056519,1.009543902873993,0.005973935592873028,-1.0,fx,4.0,0.5
2022-09-22,EURUSD,0.983071506023407,-0.014048072829345282,0.9985826134681701,1.0091399204730989,0.006149478084810407,-1.0,fx,3.0,0.6666666666666666
2022-09-23,EURUSD,0.9841550588607788,0.0011022116201444554,0.9979339510202407,1.0087716901302337,0.006142308211278468,-1.0,fx,4.0,0.5
2022-09-26,EURUSD,0.968992292881012,-0.015406887200598907,0.9966901749372482,1.0079588985443115,0.0066034907673991495,-1.0,fx,4.0,0.5
2022-09-27,EURUSD,0.9623712301254272,-0.0068329364477182075,0.9947386413812638,1.006915967464447,0.006526329223414608,-1.0,fx,4.0,0.5
2022-09-28,EURUSD,0.959619164466858,-0.0028596715824625862,0.9925942867994308,1.0056456899642945,0.006509607212327081,-1.0,fx,4.0,0.5
2022-09-29,EURUSD,0.9708172082901,0.011669258220226686,0.9909398883581162,1.0046964716911315,0.0069516760480338845,-1.0,fx,3.0,0.6666666666666666
2022-09-30,EURUSD,0.9829555749893188,0.012503246332641993,0.9903260231018066,1.0039134192466737,0.00726465745696485,-1.0,fx,3.0,0.6666666666666666
2022-10-03,EURUSD,0.9792688488960266,-0.0037506538312601645,0.9897423267364502,1.0030983340740205,0.007234764719933124,-1.0,fx,3.0,0.6666666666666666
2022-10-04,EURUSD,0.983206868171692,0.004021387262655107,0.9891415208578109,1.0023125731945037,0.0070913446905084875,-1.0,fx,3.0,0.6666666666666666
2022-10-05,EURUSD,0.998432457447052,0.015485641697837726,0.989573386311531,1.0020221066474915,0.007642232253755087,0.0,fx,3.0,0.6666666666666666
2022-10-06,EURUSD,0.9910998940467834,-0.0073440755512070854,0.989149871468544,1.0014255225658417,0.007761522845036857,0.0,fx,3.0,0.6666666666666666
2022-10-07,EURUSD,0.9789045453071594,-0.012304863326973892,0.9880350232124329,1.0006189560890197,0.00807076259631462,-1.0,fx,3.0,0.6666666666666666
2022-10-10,EURUSD,0.9735012650489808,-0.00551972128853806,0.9863530546426773,0.9996724855899811,0.008106960739686203,-1.0,fx,3.0,0.6666666666666666
2022-10-11,EURUSD,0.9710057377815248,-0.0025634555979036078,0.9842555522918701,0.9985698866844177,0.007961730453980938,-1.0,fx,3.0,0.6666666666666666
2022-10-12,EURUSD,0.9700167775154114,-0.0010184906511190306,0.9828462272882461,0.9976588475704193,0.007951858939346856,-1.0,fx,3.0,0.6666666666666666
2022-10-13,EURUSD,0.9707984328269958,0.000805816280401439,0.9814660221338272,0.9967595243453979,0.007946289743996733,-1.0,fx,3.0,0.6666666666666666
